29	0	请问首付和贷款是多少？	您好，您发的房子还在的，链家所有房源均为真实在售房源，想看看吗？我可以帮您约业主时间。	0
29	1	请问首付和贷款是多少？	早上好	0
30	0	你好 请问这个房源信息只有这些吗？	这个房源不存在哈，是租房	1
30	1	你好 请问这个房源信息只有这些吗？	也可以呀	0
30	2	你好 请问这个房源信息只有这些吗？	好的	0
30	3	你好 请问这个房源信息只有这些吗？	请问您的电话是多少	0
30	4	你好 请问这个房源信息只有这些吗？	您的呢？	0
31	0	什么时候能够看房呢？	您好这套房子随时可以看	1
31	1	什么时候能够看房呢？	您您什么时候有时间看房？	1
32	0	对了我还想看河东的一个房子	琴海公寓您考虑吗？	0
32	1	对了我还想看河东的一个房子	河东哪套房子？	0
32	2	对了我还想看河东的一个房子	房子您可以给我发一下吗？我给您约一下。	0
33	0	看房什么时候方便	我给你约一下业主吧。	1
33	1	看房什么时候方便	您好，您之前咨询的纬四路9号院小区有新上房源，不知道您是否感兴趣？	0
35	0	你好，这个房子是要全款？	嗯	0
35	1	你好，这个房子是要全款？	全款	1
35	2	你好，这个房子是要全款？	您这边是要按揭还是全款	0
35	3	你好，这个房子是要全款？	?	0
35	4	你好，这个房子是要全款？	?	0
36	0	都不满吗？怎么交易	你要造成落地窗吗?	0
36	1	都不满吗？怎么交易	协议过户	1
36	2	都不满吗？怎么交易	可以砸?	0
36	3	都不满吗？怎么交易	我看见有人把阳台改成落地的了?	0
36	4	都不满吗？怎么交易	没看见有人改、	0
37	0	临街吗？	不临街呢	1
37	1	临街吗？	在	0
38	0	明天什么时候可以看看呢	您大概什么时间方便呢	1
38	1	明天什么时候可以看看呢	我帮您约好	1
38	2	明天什么时候可以看看呢	好的?您留个联系电话给我	0
39	0	您好，请问这个户型有啥优缺点	这户型的缺点是没有阳台	1
39	1	您好，请问这个户型有啥优缺点	小区是老小区，楼梯房	1
39	2	您好，请问这个户型有啥优缺点	81坪的小三房	0
39	3	您好，请问这个户型有啥优缺点	但是楼下交通，生活，学校都很方便	1
39	4	您好，请问这个户型有啥优缺点	房子是在7楼	0
40	0	是实验学校吗	不是实验	1
40	1	是实验学校吗	您要实验学校学区房？	0
40	2	是实验学校吗	有的	0
41	0	2020年5月买的1手？	不是啊	1
41	1	2020年5月买的1手？	2016年买的	1
41	2	2020年5月买的1手？	2019年底才办的契税	1
42	0	什么时候能够看房呢？	您好	0
42	1	什么时候能够看房呢？	您好	0
43	0	能看吗	可以的	1
43	1	能看吗	现在还有徐州	0
43	2	能看吗	没出去	0
45	0	这个价格还有的谈吗	这是62平的	0
45	1	这个价格还有的谈吗	您想考虑多大面积的呀	0
45	2	这个价格还有的谈吗	您同意呀，我给你发个62平的精装的	0
46	0	北师大附中市重点中学吗	对	0
46	1	北师大附中市重点中学吗	重点学校	0
46	2	北师大附中市重点中学吗	哦哦	0
47	0	总的税费？	增值税，契税，个税	1
47	1	总的税费？	一共8点多	1
47	2	总的税费？	好的，我写给您	0
47	3	总的税费？	增值税5.3，契税1.5，个税1	1
47	4	总的税费？	一共7.8	1
48	0	这是哪里的房子	这个项目是在青白江那边	0
48	1	这是哪里的房子	挨着青白江东站的	0
49	0	学区划分在哪个小学	飞鹅岭小学的	1
49	1	学区划分在哪个小学	不是的，保利高尔夫那里	0
49	2	学区划分在哪个小学	公立的，3公里	0
50	0	什么时候能够看房呢？	房子是业主自住的，看房方便，一般都有老人在家的，	1
50	1	什么时候能够看房呢？	您有时间可以与我提前联系。我帮您约时间，其他户型的房子也可以带您看一下。	1
50	2	什么时候能够看房呢？	房子是19楼的，视野也很不错的。	0
51	0	不挡光吧、	视野相对来说还可以	1
51	1	不挡光吧、	不挡光	1
51	2	不挡光吧、	价格可以谈	0
51	3	不挡光吧、	家具需要跟房东协商	0
51	4	不挡光吧、	大部分是没有问题的	0
53	0	2楼这套给256万能谈下来吗	我可以努力去帮你试试	1
53	1	2楼这套给256万能谈下来吗	不过2楼的比这个也大小20平呢?我估计应该能高一点点	0
53	2	2楼这套给256万能谈下来吗	我可以帮您递个价给业主聊聊 咱俩在沟通 方便您给我留个您的联系方式吧?也方便咱们沟通	0
55	0	那您帮我约一下，看看他们什么时候方便，谢谢	好的，你什么时间方便。	1
55	1	那您帮我约一下，看看他们什么时候方便，谢谢	好的	0
55	2	那您帮我约一下，看看他们什么时候方便，谢谢	今天租户出去了，明天上午可以安排看房。	1
56	0	行，明天都看看	好	0
56	1	行，明天都看看	晚点儿我约下业主的时间	1
56	2	行，明天都看看	好的	0
58	0	临大路哈？	对旁边是通史南路	1
58	1	临大路哈？	房主着急卖，如果考虑的话可以再聊聊	0
58	2	临大路哈？	这个房有钥匙，你看今天什么时候有时间？	0
59	0	拎包入住？就是说家具这些房东不拿走？	这套房子装修保养非常不错	0
59	1	拎包入住？就是说家具这些房东不拿走？	嗯嗯	0
59	2	拎包入住？就是说家具这些房东不拿走？	带家具家电一起卖哈	0
59	3	拎包入住？就是说家具这些房东不拿走？	房东只带走私人物品	0
60	0	什么时候能够看房呢？	?	0
60	1	什么时候能够看房呢？	?	0
61	0	我想了解一下这里的房子	您是考虑买还是卖？	0
61	1	我想了解一下这里的房子	之前您有没有过来看过这个小区呢	0
61	2	我想了解一下这里的房子	有153-166-178平的	0
61	3	我想了解一下这里的房子	好的	0
61	4	我想了解一下这里的房子	我给您发几套，您看一下	0
62	0	上哪个小学呢	您是说的那套房子？	1
62	1	上哪个小学呢	常秀家园还是那个小区呢？	0
62	2	上哪个小学呢	常秀家园对应的是海淀育鹰小学	1
63	0	51看看哪天我约你吧	农忙了	0
63	1	51看看哪天我约你吧	 好的呀	0
63	2	51看看哪天我约你吧	 客户不多	0
64	0	北一路哪？	这套房子在兴工北街1号	1
64	1	北一路哪？	对	0
64	2	北一路哪？	好的	0
65	0	那前面光线怎么样	不影响啊	0
65	1	那前面光线怎么样	就是看顶楼你介意不	0
65	2	那前面光线怎么样	?这个我怎么说呢，夏天不管几楼的房子都要开空调	0
65	3	那前面光线怎么样	那不会	0
65	4	那前面光线怎么样	漏雨的话会跟您说的	0
66	0	这套房配套学区怎么样啊	板厂小学的招生简章上有本小区	1
66	1	这套房配套学区怎么样啊	板厂小学是一所二流一类小学，侧重于孩子的学习成绩，所以成绩相对来说好一些，上汇文中学的比例也是最高的，到达30%的比例，汇文中学又是北京市的重点中学，这个小学跟陪新小学差不多，也是注重学习成绩，过来板厂和陪新的，基本都是冲着汇文中学而来，即使没上了汇文，大部分去了广渠门中学，东城区重点，还有两所，50和109，仅次于广渠门，也是区重点，板厂对应中学就是这四所，都在方圆1.5公里以内	1
66	2	这套房配套学区怎么样啊	龙体片区整体比较均衡	0
66	3	这套房配套学区怎么样啊	没有坑	0
66	4	这套房配套学区怎么样啊	嗯嗯，可以的，明天下午您几点能过来呀	0
68	0	在小区的什么位置？	7楼	1
68	1	在小区的什么位置？	这套房子在6栋，1层	1
68	2	在小区的什么位置？	房子比较新	0
69	0	在哪	咸阳的盘	0
69	1	在哪	小区自带13.5万方的商业	0
69	2	在哪	您想购置一套吗	0
71	0	这套房源价格还有优惠空间么？	看中可谈	1
71	1	这套房源价格还有优惠空间么？	您付款如何？小区房子户型了解吗	0
71	2	这套房源价格还有优惠空间么？	您好	0
72	0	周边配套怎么样	链家NAME很高兴为你服务	0
72	1	周边配套怎么样	周边配套成熟	1
72	2	周边配套怎么样	深圳的物业公司	0
72	3	周边配套怎么样	彩生活	0
72	4	周边配套怎么样	你之前有来这附近看过房子没	0
73	0	在哪里呢	绿地468三期的	1
73	1	在哪里呢	好的，我发个线上看房	0
73	2	在哪里呢	您到时有时间看房了提前给我说就行，我提前约业主	0
75	0	多久满呢	这套房子业主才交的契税	0
75	1	多久满呢	所以满两年还很早	1
75	2	多久满呢	您考虑满两年的房子吗	0
75	3	多久满呢	百悦城四期有快满两年的房子给您推荐两套吧	0
75	4	多久满呢	嗯嗯	0
77	0	看看呢	好的呢，您说的哪套呢	0
77	1	看看呢	好的	0
77	2	看看呢	您好	0
78	0	最低多少钱啦	您好	0
78	1	最低多少钱啦	基本上谈不了多少钱	1
78	2	最低多少钱啦	是的	0
79	0	这套房源价格还有优惠空间么？	您好	0
79	1	这套房源价格还有优惠空间么？	价格可以谈	1
79	2	这套房源价格还有优惠空间么？	您好，您之前咨询的艾维尼小城小区有新上房源，不知道您是否感兴趣？	0
80	0	这是在什么地方	您好	0
80	1	这是在什么地方	有什么可以帮您	0
80	2	这是在什么地方	在么？	0
82	0	中学呢	十五中	1
82	1	中学呢	您明天有时间吗？	0
82	2	中学呢	我带您实地看看	0
84	0	采光好吗？	采光没挡的	1
84	1	采光好吗？	你宏联来看过吗	0
84	2	采光好吗？	这个19楼的	0
84	3	采光好吗？	还有个21楼	0
84	4	采光好吗？	你这边方便留个电话加个微信嘛？	0
85	0	哦哦采光怎么样？	挺好的	1
85	1	哦哦采光怎么样？	周末方便不	0
85	2	哦哦采光怎么样？	我周末联系你呢	0
85	3	哦哦采光怎么样？	???	0
85	4	哦哦采光怎么样？	1楼怎么样	0
86	0	这疫情能看？	对呀	1
86	1	这疫情能看？	?要不之前的房子都是怎么卖的呀	0
86	2	这疫情能看？	您看这周末来看房吗？	1
88	0	什么时候能够看房呢？	您好	0
88	1	什么时候能够看房呢？	您好	0
88	2	什么时候能够看房呢？	您好，在	0
89	0	什么时候能够看房呢？	随时看房	1
89	1	什么时候能够看房呢？	您好	0
89	2	什么时候能够看房呢？	房子在的	0
90	0	带家具吗	大部分都带	1
90	1	带家具吗	价格还可以商量	0
90	2	带家具吗	五到十万讨价空间估计	0
90	3	带家具吗	房主现在在外地基本上能不动的都不动了	0
90	4	带家具吗	东户	0
91	0	您好，请问这个房子的首付、税费和贷款是怎样的？	稍等一下	0
91	1	您好，请问这个房子的首付、税费和贷款是怎样的？	所以是不限购的	0
94	0	这房子能贷多少年	20-25左右	1
94	1	这房子能贷多少年	男性女性	0
94	2	这房子能贷多少年	可以	0
94	3	这房子能贷多少年	?	0
94	4	这房子能贷多少年	稍等	0
95	0	大税多少	5.3	1
95	1	大税多少	67840	0
95	2	大税多少	方便的话可以把您手机号给我吗？有什么新房子我第一时间联系您，发给您。	0
96	0	那个楼是临街的我看	这个小区是元宝形的，四周电梯高层板楼	0
96	1	那个楼是临街的我看	中间是不带电梯小板楼	0
96	2	那个楼是临街的我看	所以电梯板楼里这个位置算不错的了	0
98	0	您好，请问这个房子周边有哪些学校？	小区里面有幼儿园	0
98	1	您好，请问这个房子周边有哪些学校？	旁边有呼家楼中心团结湖分校的低年级部	0
98	2	您好，请问这个房子周边有哪些学校？	很多也会送孩子去估计学校	0
98	3	您好，请问这个房子周边有哪些学校？	国际学校	1
98	4	您好，请问这个房子周边有哪些学校？	这个房子目前有租户，业主不太诚意卖，有诚意的可以推荐您看看	0
99	0	您好，我想了解长桥六村即将上架的1室房源报价。	216	0
99	1	您好，我想了解长桥六村即将上架的1室房源报价。	阿姨，有什么需要咨询的吗	0
99	2	您好，我想了解长桥六村即将上架的1室房源报价。	哦。那没事的	0
99	3	您好，我想了解长桥六村即将上架的1室房源报价。	?	0
99	4	您好，我想了解长桥六村即将上架的1室房源报价。	感谢您的咨询，我是链家NAME，感谢信任并选择链家。关于房产有任何疑问可随时联系我，PHONE 随时竭诚为您服务！祝您和家人身体健康，生活愉快！	0
100	0	带家具家电？	育文分校和魅力小学	0
100	1	带家具家电？	育文已经正式下文了	0
100	2	带家具家电？	已经在招生，咱想考虑那的房子我可以给您推荐几个好房子	0
102	0	是的，配套都齐全的	尚东现在生活也方便。投资潜力更加大w	1
102	1	是的，配套都齐全的	这个倒不用	0
102	2	是的，配套都齐全的	保守估计2023年	0
102	3	是的，配套都齐全的	而且你真的买地铁上盖好的，估计以后卖出去也是差不多价格	0
102	4	是的，配套都齐全的	2600到2800	0
103	0	税费高吗	精装修	0
103	1	税费高吗	满五	0
103	2	税费高吗	不唯一	0
103	3	税费高吗	嗯	0
103	4	税费高吗	电话给个哦	0
105	0	那能看吗？	可以看，是房东自己住，看房不是很方便	1
105	1	那能看吗？	要不我们用VR看一下房子	1
105	2	那能看吗？	如果觉得可以我们在约房东看房	0
107	0	这个房子是中间套还是边套	在的	0
107	1	这个房子是中间套还是边套	上海链家吴娟很高兴为您服务	0
107	2	这个房子是中间套还是边套	中间套的	1
108	0	请问首付和贷款是多少？	正常首付	1
108	1	请问首付和贷款是多少？	您好，您之前咨询的舒格兰二期小区有新上房源，不知道您是否感兴趣？	0
108	2	请问首付和贷款是多少？	正常首付的	1
109	0	带我看看	好的	0
109	1	带我看看	好的	0
109	2	带我看看	你好	0
110	0	750那套 能谈到多少呢	一层的这套750万吗？	0
110	1	750那套 能谈到多少呢	能谈的不多	1
110	2	750那套 能谈到多少呢	几万的降幅	1
111	0	几期的	这个是海棠小区	1
111	1	几期的	不是海棠花园	0
111	2	几期的	没有几期之分	1
111	3	几期的	这个是铁路医院对面的房子	0
111	4	几期的	您是想要海棠花园的房子吧	0
112	0	您好 什么时候有空带我去看一下观澜的房子	您好	0
112	1	您好 什么时候有空带我去看一下观澜的房子	下午有时间吗？	1
112	2	您好 什么时候有空带我去看一下观澜的房子	好的	0
113	0	学位呀！配套设施呀！	您稍等，我帮您算一下	0
113	1	学位呀！配套设施呀！	首付25万左右	0
113	2	学位呀！配套设施呀！	附近有三和实验小学和三和幼儿园	1
113	3	学位呀！配套设施呀！	还有崇雅中学	1
113	4	学位呀！配套设施呀！	加了	0
114	0	其他费用还有哪些？还有议价空间吗？	6楼	0
114	1	其他费用还有哪些？还有议价空间吗？	您多少钱能定？	0
114	2	其他费用还有哪些？还有议价空间吗？	卖不了	0
115	0	这家能看房吗	我预约一下	1
115	1	这家能看房吗	您几点看？	1
115	2	这家能看房吗	可以看房	1
116	0	有时间去看看约你	好的	1
116	1	有时间去看看约你	随时看房	1
116	2	有时间去看看约你	等你有	0
117	0	这套房子是带家具家电  还是空房出售	之前联系房东是带着家具家电出售的	0
117	1	这套房子是带家具家电  还是空房出售	首付33万	0
117	2	这套房子是带家具家电  还是空房出售	金马小学金马中学	0
117	3	这套房子是带家具家电  还是空房出售	贷款85万，贷25年5090元月供	0
117	4	这套房子是带家具家电  还是空房出售	这套房子现在价格谈不了多少	0
120	0	最近有好的房子吗？带我看看	好的 你预算找什么价位区间的房子呢	0
120	1	最近有好的房子吗？带我看看	可以为你推荐一下	0
120	2	最近有好的房子吗？带我看看	好的	0
121	0	这套在小区什么位置啊	您主要考虑这个价位的的房子还是大概这个小区的房子	0
121	1	这套在小区什么位置啊	小区里面	0
121	2	这套在小区什么位置啊	不临街	0
122	0	在哪里	青白江的楼盘	0
122	1	在哪里	考不考虑呢？	0
122	2	在哪里	最近有没有考虑买房呢？全成都的我都可以给你推荐	0
123	0	有没有税	就契税和个税	1
123	1	有没有税	您是自住吗	0
123	2	有没有税	这个户型好，增送面积多，一梯一户	0
123	3	有没有税	中高层的	0
123	4	有没有税	您现在方便吗？我邀请您线上VR看房	0
124	0	方便看吗	这个目前没拍?	0
124	1	方便看吗	看房可以看 家里有人 要提前一天跟业主约时间?	1
124	2	方便看吗	1单元的	0
126	0	这套价格有得谈吗	可以	1
126	1	这套价格有得谈吗	但是建议先看房哈	0
126	2	这套价格有得谈吗	谈不到	0
127	0	临街吗	之前有客户改动过	0
127	1	临街吗	临街	1
127	2	临街吗	朝阳北路	0
128	0	价格能少吗	可以商量	1
128	1	价格能少吗	你觉得房子怎么样	0
129	0	您好，请问这个房子周边有哪些学校？	这房子属于丰台	0
129	1	您好，请问这个房子周边有哪些学校？	没到东城	0
129	2	您好，请问这个房子周边有哪些学校？	西革新里属于东城	0
131	0	您好，请问这个房子周边有哪些学校？	想象国际小学	1
131	1	您好，请问这个房子周边有哪些学校？	私立一中	1
131	2	您好，请问这个房子周边有哪些学校？	翰林国际学校幼儿园到高中	1
131	3	您好，请问这个房子周边有哪些学校？	是的	0
131	4	您好，请问这个房子周边有哪些学校？	在吗	0
132	0	初中呢	初中距离大约1公里内	0
132	1	初中呢	亲，我加您微信吧，给您发一下位置?	0
133	0	哪里	台湖	1
133	1	哪里	您好，您主要考虑那个区域的房子呢？	0
133	2	哪里	您好，您大概考虑什么样的房子呢？可以帮您匹配房源。	0
135	0	这个小区给按揭吗	那买第二套要首付5成	0
135	1	这个小区给按揭吗	市值的不行，商贷可以	0
135	2	这个小区给按揭吗	方便留个联系方式，看房我可以提前约房东。	0
135	3	这个小区给按揭吗	有其他问题也可以随时咨询我	0
136	0	能公积金吗？	可以公积金贷款	1
136	1	能公积金吗？	可以	0
136	2	能公积金吗？	你们几点钟有时间	0
136	3	能公积金吗？	你们是几点过来呢	0
136	4	能公积金吗？	可以	0
137	0	增值税有没有	有的	1
137	1	增值税有没有	你这边想要没有增值税的房子吗	0
137	2	增值税有没有	您可以给我说一下你的需求我给你推荐一下	0
137	3	增值税有没有	一期有	0
137	4	增值税有没有	你这边预算大概是多少呢	0
139	0	要全款吗？	业主是这样子想的	0
139	1	要全款吗？	这几天也有客户在谈	0
139	2	要全款吗？	好的	0
139	3	要全款吗？	您觉得这套房子怎么样	0
139	4	要全款吗？	全款可以谈价格	0
140	0	周边配套成熟一点的	您这边可有意向的小区呢	0
140	1	周边配套成熟一点的	祥源城这个小区，很符合您的要求，	1
140	2	周边配套成熟一点的	这边给您看几套？	0
140	3	周边配套成熟一点的	您这边是考虑几居室呢	0
140	4	周边配套成熟一点的	对楼层可有要求	0
141	0	他最低多少钱？	应该是400万左右吧 业主说没有说具体的低价，要根据客户付款方式谈。	1
141	1	他最低多少钱？	您这边什么价格呢？	0
141	2	他最低多少钱？	360万业主不卖	0
143	0	您好，我正在看造甲南里的房子	是的	0
143	1	您好，我正在看造甲南里的房子	暂时应该不会的	0
143	2	您好，我正在看造甲南里的房子	嗯嗯	0
143	3	您好，我正在看造甲南里的房子	您是想出售，还是想买一套那边的房子！	0
143	4	您好，我正在看造甲南里的房子	前两年有说的那边要拆，到现在也没规划！您可以再等等，这个东西不太好说啊	0
144	0	这个是什么学区啊	虎踞路	0
144	1	这个是什么学区啊	虎距关	0
144	2	这个是什么学区啊	在河海大学旁边	0
145	0	这个可以谈到多少	价格上肯定争取给谈到最低,业主上一套成交89万，也和业主传递了，不认可这个价格	1
145	1	这个可以谈到多少	96-95万这个意思.	1
145	2	这个可以谈到多少	这套装修上好一些,	0
146	0	这个房子怎么有时候能看到，有时候看不到呢，在官网上	您好，这房子已经签约了	1
146	1	这个房子怎么有时候能看到，有时候看不到呢，在官网上	这两套房子您考虑吗，也是新楼的，性价比也很高	0
146	2	这个房子怎么有时候能看到，有时候看不到呢，在官网上	这套南向的您考虑吗	0
148	0	目前他们最低心里价位	之前年前268万。现在我在聊一聊	1
148	1	目前他们最低心里价位	嗯。明白	0
148	2	目前他们最低心里价位	您做公积金贷款 那肯定她自己还	0
150	0	学区怎么样?	都很好的，	1
150	1	学区怎么样?	是的	0
150	2	学区怎么样?	里面有一栋小面积的不是回迁的，别的都是回迁的	0
151	0	税多少？	这个是37栋70年住宅	0
151	1	税多少？	税费个税2%契税1%	1
151	2	税多少？	一个是40年公寓证 一个是70年住宅证面积同等 但用途性质不一样	0
151	3	税多少？	住宅正常我们过户税费1.7万	1
151	4	税多少？	公寓过户税费在3～4万	1
152	0	这个最低多钱？	价格有商量	1
152	1	这个最低多钱？	明天帮您问问业主	1
152	2	这个最低多钱？	嗯嗯	0
153	0	这套房源价格还有优惠空间吗？	看上房可以和房主聊聊	1
153	1	这套房源价格还有优惠空间吗？	您是落户吗	0
153	2	这套房源价格还有优惠空间吗？	还是本地	0
155	0	配套啥的我都了解	嗯嗯好的	1
155	1	配套啥的我都了解	那有意向的话 来实地看看  	1
155	2	配套啥的我都了解	喔喔这样啊。 	1
155	3	配套啥的我都了解	好的	1
155	4	配套啥的我都了解	您这边首付想控制在多少？	0
156	0	这套支持公积金吗	房子本身是支持，就是不知道房东那边愿不愿意接受	1
156	1	这套支持公积金吗	之前是商贷还是公积金？	1
156	2	这套支持公积金吗	首付最少40%	1
156	3	这套支持公积金吗	之前公积金贷款就不好说了，您公积金还有多少余额？	1
157	0	这个再哪里？	徐汇滨江板块	0
157	1	这个再哪里？	徐家汇商圈	0
157	2	这个再哪里？	滨江边上，您可直接收项目名字，尚海湾豪庭	0
158	0	好的。这个房子靠马路不	1栋	0
158	1	好的。这个房子靠马路不	不临街的	1
158	2	好的。这个房子靠马路不	哦哦哦～	0
159	0	满二，怎么出税的呢？	有的，	0
159	1	满二，怎么出税的呢？	其实只要总价您合适就行，他哪怕税再少，业主把房价给加上十万，总价反而更高	0
159	2	满二，怎么出税的呢？	和正常商品房小区都一样，满二没有增值税。满五唯一没有个税。碰到原值特别高的个税少	1
159	3	满二，怎么出税的呢？	您最近来看看吗？	0
159	4	满二，怎么出税的呢？	刚才的那两个是相对比较好的，那有钥匙，一个是提前约业主，那我就等您消息了	0
160	0	明天这个房子能看吗	可以	1
160	1	明天这个房子能看吗	这个业主诚心卖 买的已经定了	0
160	2	明天这个房子能看吗	所以着急	0
161	0	什么时候能够看房呢？	哪一套房子？	0
161	1	什么时候能够看房呢？	上个月就卖掉了	1
161	2	什么时候能够看房呢？	现在没有这种99平米比较优质的在出售了	0
163	0	对了明天1150可以看吗	晚点确定好跟您说	1
163	1	对了明天1150可以看吗	这边确定好了，明天下午3点可以看房，您到时候时间没问题吧	1
163	2	对了明天1150可以看吗	好，那明天下午见	0
164	0	可以看看	那就明天14点，欣心家园门口见！	1
164	1	可以看看	您好，	0
164	2	可以看看	今天有两套房子不错，给你推荐下，	0
165	0	方便带看一下吗	好的	0
165	1	方便带看一下吗	不客气	0
165	2	方便带看一下吗	这个小区环境也非常不错	0
167	0	还有据我所知这个小区在售的清水和简装是很少的，上次看过，已经比较了解了，为什么这一套挂了一年多还没卖出去啊，房子有什么问题吗??	还有套一样的户型，装修漂亮点。价格贵点	0
167	1	还有据我所知这个小区在售的清水和简装是很少的，上次看过，已经比较了解了，为什么这一套挂了一年多还没卖出去啊，房子有什么问题吗??	我发你看下	0
167	2	还有据我所知这个小区在售的清水和简装是很少的，上次看过，已经比较了解了，为什么这一套挂了一年多还没卖出去啊，房子有什么问题吗??	这个房子是简装得，如果客户不介意，买来出租，自住都可以，但是对于对装修要求高的，可能就不喜欢简装得	0
167	3	还有据我所知这个小区在售的清水和简装是很少的，上次看过，已经比较了解了，为什么这一套挂了一年多还没卖出去啊，房子有什么问题吗??	没有啊	0
167	4	还有据我所知这个小区在售的清水和简装是很少的，上次看过，已经比较了解了，为什么这一套挂了一年多还没卖出去啊，房子有什么问题吗??	这套	0
168	0	什么时候能够看房呢？	下午房东都可以	1
